"","V1","ave_sentiment"
"1","['leak', 'grant', 'propos', 'detail', 'highrisk', 'research']",0
"2","['inescap', 'antibodi', 'discoveri', 'neutral', 'known', 'sarscov', 'strain']",0
"3","['vaccin', 'peopl', 'like', 'spread', 'unvaccin', 'peopl']",0
"4","['administ', 'first', 'dose', 'vaccin', 'kozhikod']",0
"5","['updat', 'vaccin', 'avail', 'statesut']",0
"6","['tamil', 'nadu', 'hold', 'third', 'mega', 'vaccin', 'camp', 'sep']",0
"7","['lockdown', 'blue', 'lockdown', 'blue']",0
"8","['vaccin', 'peopl', 'like', 'spread', 'unvaccin', 'peopl', 'atlant']",0
"9","['ciudadano', 'engag', 'call']",0
"10","['vaccin', 'centr', 'setup', 'septemb', 'full', 'list', 'lka', 'srilanka', 'covidsl']",0
"11","['unga', 'continu', 'presid', 'biden', 'detail', 'top', 'prioriti', 'earlier', 'week', 'end']",0
"12","['current', 'trend', 'oper', 'septemb', 'download']",0
"13","['india', 'updat', 'sept', 'india']",0
"14","['hopkin', 'medicin', 'select', 'explor', 'impact', 'vaccin', 'menstruat']",0
"15","['biden', 'administr', 'announc', 'chang', 'travel', 'ban', 'jd', 'supra']",0
"16","['case', 'number', 'across', 'dubbo', 'enter', 'satbilis', 'state']",0
"17","['updat', 'death', 'rate', 'reach', 'high', 'seen', 'sinc', 'second', 'wave', 'strain', 'icu', 'near', 'point', 'triag', 'protocol']",0
"18","['isnt', 'said', 'come', 'folk']",0
"19","['safe', 'get', 'flu', 'vaccin', 'time']",0
"20","['inhal', 'hydrogen', 'peroxid', 'attempt', 'treat']",0
"21","['daughter', 'got', 'covidcovid', 'parent', 'child', 'blackchildren', 'blackfamili']",0
"22","['call', 'believ', 'ive', 'gone', 'viral']",0
"23","['map', 'u', 'latest', 'case', 'state', 'state']",0
"24","['death', 'texa', 'today', 'nu']",0
"25","['dr', 'mira', 'iron', 'vaccin', 'effort', 'novavax', 'detail', 'updat', 'june']",0
"26","['peopl', 'claim', 'vaccin', 'track', 'chip', 'line', 'buy', 'iphon', 'track', 'chip']",0
"27","['intranas', 'vaccin', 'could', 'benefici', 'fight', 'read', 'sourc']",0
"28","['region', 'assames', 'morn', 'news', 'hour']",0
"29","['fda', 'back', 'pfizer', 'booster', 'senior', 'highrisk']",0
"30","['cowin', 'adher', 'specif', 'say', 'vaccin', 'panel', 'chief']",0
"31","['chang', 'influenc', 'marketingand', 'mean', 'associ']",0
"32","['uk', 'begin', 'vaccin', 'school', 'child', 'age', 'week', 'news']",0
"33","['pakistan', 'report', 'case', 'death', 'hour', 'dunya', 'news']",0
"34","['updat', 'relat', 'death', 'report', 'past', 'two', 'week', 'genese', 'counti']",0
"35","['noth', 'work', 'except', 'vaccin', 'prevent', 'get']",0
"36","['say', 'vaccin', 'fightforyourfreedom', 'wuhanviru']",0
"37","['uk', 'work', 'elimin', 'pcr', 'test', 'school', 'halfterm', 'break', 'octob', 'minist', 'urdupoint', 'news']",0
"38","['dashboard', 'caribbean', 'cuba', 'jamaica', 'dominicanrepubl', 'coronavirusrd']",0
"39","['governor', 'laura', 'kelli', 'launch', 'testimoni', 'campaign', 'featur', 'kansan', 'impact']",0
"40","['requir', 'address', 'show', 'app', 'barcod']",0
"41","['latest', 'arizona']",0
"42","[]",0
"43","['number', 'seriou', 'case', 'israel', 'reach', 'sixmonth', 'high', 'even', 'though', 'ove']",0
"44","['leak', 'grant', 'propos', 'detail', 'highrisk', 'research']",0
"45","['comedian', 'bill', 'burr', 'say', 'want', 'wipe', 'way', 'peopl']",0
