"","V1","ave_sentiment"
"1","['eri', 'counti', 'provid', 'updat']",0
"2","['latest', 'phe', 'report', 'reveal', 'vaccin', 'account', 'case', 'hospitalis', 'dea']",0
"3","['ad', 'anoth', 'variant', 'list', 'monitor', 'call', 'mu', 'variant', 'desi']",0
"4","['get', 'togeth']",0
"5","['reopen', 'aladdin', 'broadway', 'halt', 'case']",0
"6","['nearli', 'duke', 'health', 'employe', 'vaccin']",0
"7","['governmentoper', 'institut', 'tokyo', 'becom', 'coronavirusonli', 'hospit']",0
"8","['averag', 'rate', 'death', 'least', 'vaccin', 'state', 'four', 'time', 'hi']",0
"9","['doctor', 'reveal', 'remdesivir', 'real', 'caus', 'mani', 'alleg', 'maladi']",0
"10","['u', 'cdc', 'call', 'vaccin', 'among', 'pregnant', 'woman']",0
"11","['stimulu', 'check', 'health', 'insur', 'may', 'get']",0
"12","['tnt', 'state', 'statu', 'tntthenortheasttoday', 'northeast', 'meghalaya', 'assam', 'tripura', 'arunachalpradesh']",0
"13","['staff', 'organis', 'explain', 'vaccin', 'jabdon', 'book', 'vaccin', 'appointmen']",0
"14","['hey', 'newyorkc']",0
"15","['oh']",0
"16","['merck', 'say', 'research', 'show', 'pill', 'work', 'variant']",0
"17","['monday', 'septemb', 'new', 'photo', 'pacif', 'nation', 'sadleir', 'logist', 'vline', 'di']",0
"18","['race', 'rig', 'ct', 'offer', 'bill', 'fund', 'narcan', 'meet', 'th']",0
"19","['tnt', 'nation', 'statu', 'tntthenortheasttoday', 'northeast', 'meghalaya', 'assam', 'tripura', 'arunachalpradesh']",0
"20","['health', 'minist', 'million', 'iranian', 'vaccin']",0
"21","['roqu', 'say', 'vaccin', 'dose', 'administ', 'countri', 'indi']",0
"22","['latest', 'twitter', 'time', 'tokyo']",0
"23","['spirit', 'anim']",0
"24","['airborn', 'aerosol', 'hepa', 'reduc', 'aerosol', 'way', 'reduc', 'aerosol', 'apart', 'hepa']",0
"25","['algeria', 'wednesday', 'start', 'manufactur', 'sinovac', 'vaccin', 'joint', 'ventur', 'china', 'whi']",0
"26","['vaccin', 'get', 'dose', 'answer']",0
"27","['death']",0
"28","['hospit', 'admiss', 'number', 'look']",0
"29","['she', 'lockdown', 'year', 'instig', 'case', 'queensland']",0
"30","['time', 'almost', 'thursdaymorn', 'endtim']",0
"31","['kickstart', 'creator', 'cope', 'kickstart', 'crypto', 'crypto', 'news']",0
"32","['u', 'administ', 'nearli', 'million', 'dose', 'vaccin', 'cdc']",0
"33","['fg', 'meet', 'wbank', 'requir', 'stimulu', 'packag']",0
"34","['dont', 'realli', 'boyfriend', 'dad', 'earli', 'vietnam', 'vet', 'seriou', 'lun']",0
"35","['merck', 'say', 'research', 'show', 'pill', 'work', 'variant', 'malay', 'mail']",0
"36","['waikiki', 'elementari', 'school', 'faculti', 'keiki', 'get', 'test', 'waikiki', 'elementari', 'school', 'faculti', 'keiki']",0
"37","['facil', 'servic', 'chang', 'line', 'qh', 'guidelin']",0
"38","['merck', 'say', 'research', 'show', 'pill', 'work', 'variant']",0
"39","['roqu', 'advis', 'parent', 'preregist', 'immunocompromis', 'child', 'age', 'year', 'old', 'vaccin']",0
"40","['feb', 'much', 'control', 'usa', 'stock', 'market', 'sta']",0
"41","['awak', 'canada', 'predict', 'happen', 'next']",0
"42","['saw', 'news', 'item', 'say', 'nswpol', 'school', 'soon', 'get', 'air', 'purifi', 'reduc', 'transmiss', 'prefer', 'sho']",0
"43","['covidupd', 'india', 'see', 'peopl', 'test', 'posit', 'person', 'lost', 'live', 'last']",0
"44","['roqu', 'say', 'vaccin', 'yearold', 'start', 'among', 'comorbid', 'part']",0
"45","['get', 'test', 'immedi']",0
"46","['latest', 'arizona']",0
"47","['case', 'pennsylvania', 'get', 'vaccin']",0
"48","['roqu', 'say', 'follow', 'vaccin', 'deliveri', 'expect', 'friday']",0
"49","['entir', 'cast', 'west', 'end', 'show', 'cat', 'inkl', 'treat', 'chip', 'shop', 'gravi']",0
"50","['vaccin', 'second', 'dose', 'aiim', 'bhubaneswar', 'vaccinationday', 'indiafightscovidtogeth']",0
"51","['piyush', 'goyal', 'lament', 'privat', 'sector', 'pick', 'quota', 'vaccin', 'alloc']",0
"52","['india', 'report', 'case', 'accord', 'union', 'health', 'ministri', 'data', 'updat', 'thrusday']",0
"53","['month', 'sinc', 'first', 'lockdown', 'commenc', 'uk', 'mani', 'u', 'still', 'rememb']",0
"54","['test', 'updat', 'indiafightscovid', 'coronaupdatesinindia', 'unitefightcorona']",0
"55","['sinc', 'may', 'total', 'death', 'utah']",0
"56","['sept', 'roqu', 'say', 'million', 'vaccin', 'dose', 'administ', 'number', 'milli']",0
"57","['thrombosi', 'vaccin', 'british', 'medic', 'journal']",0
"58","['censorship', 'dr', 'zelenko', 'jenna', 'elli', 'show']",0
"59","['india', 'administ', 'crore', 'vaccin', 'dose']",0
"60","['septemb', 'roqu', 'say', 'million', 'vaccin', 'dose', 'administ']",0
