"","V1","ave_sentiment"
"1","['lo', 'angel', 'dodger', 'activ', 'codi', 'belling', 'il', 'albert', 'pujol', 'list']",0
"2","['milwauke', 'counti', 'offici', 'concern', 'childhood', 'case', 'keep', 'spike']",0
"3","['india', 'daili', 'case', 'rise', 'health', 'ministri']",0
"4","['tnt', 'nation', 'statu', 'tntthenortheasttoday', 'northeast', 'meghalaya', 'assam', 'tripura', 'arunachalpradesh']",0
"5","['three', 'month', 'sinc', 'state', 'west', 'virginia', 'restrict', 'place', 'resid']",0
"6","['lol', 'corpor', 'live', 'matter', 'inc']",0
"7","['florida', 'report', 'death']",0
"8","['nutrit', 'therapi', 'intens', 'care', 'unit', 'find', 'isiic', 'point', 'preval']",0
"9","['india', 'daili', 'death', 'rise', 'health', 'ministri']",0
"10","['three', 'month', 'sinc', 'state', 'west', 'virginia', 'restrict', 'place', 'resid']",0
"11","['sky', 'need', 'safe', 'dumb', 'democrat']",0
"12","['open', 'daili', 'sfvalley', 'featur', 'csun']",0
"13","['chave', 'counti', 'man', 'among', 'dozen', 'death', 'relat', 'announc', 'tuesday']",0
"14","['vaccin', 'india', 'cross', 'crore', 'mark', 'fifth', 'time', 'namo', 'app']",0
"15","['three', 'month', 'sinc', 'state', 'west', 'virginia', 'restrict', 'place', 'resid']",0
"16","['normal', 'life', 'wont', 'return', 'without', 'pfizer', 'annual', 'vaccin', 'booster', 'ceo', 'bourla', 'say']",0
"17","['pune', 'weekli', 'posit', 'rate', 'drop', 'remain', 'higher', 'state', 'averag', 'follow', 'live', 'updat']",0
"18","['dont', 'let', 'bring', 'instead', 'redecor', 'hous']",0
"19","['gene', 'part', 'key', 'immun', 'respons', 'stop', 'virus', 'replic', 'turn', 'mutat', 'form']",0
"20","['raven', 'activ', 'brandon', 'william', 'list']",0
"21","['also', 'tell', 'canadian', 'test', 'leav', 'canada', 'return', 'canada', 'cost', 'time']",0
"22","['busi', 'health', 'execut', 'quarterli', 'call']",0
"23","['mfer', 'stupid', 'act', 'black', 'peopl', 'didnt', 'die']",0
"24","['busi', 'health', 'execut', 'quarterli', 'call']",0
"25","['know', 'effect', 'girl', 'return', 'school', 'de']",0
"26","['ford', 'ask', 'u', 'salari', 'employe', 'disclos', 'vaccin', 'statu']",0
"27","['philippin', 'reproduct', 'number', 'octa']",0
"28","['mutat', 'signatur', 'sensor', 'environment', 'exposur', 'role', 'smoke', 'vulner']",0
"29","['challeng', 'smb', 'owner', 'face', 'struck', 'solut']",0
"30","['still', 'get']",0
"31","['differ', 'test', 'take']",0
"32","['cumul', 'vaccin', 'septemb', 'maharashtra']",0
"33","['dnylbook', 'commun', 'activ', 'sent', 'short', 'essay', 'sent', 'analyt', 'essay', 'sent', 'research']",0
"34","['daili', 'press', 'statement', 'ministri', 'health', 'state', 'kuwait', 'updat', 'septemb', 'th']",0
"35","['wider', 'impact', 'dashboard']",0
"36","['lebron', 'jame', 'got', 'vaccin', 'initi', 'sceptic']",0
"37","['latest', 'link', 'local', 'dupag', 'daili', 'smartnew']",0
"38","['million', 'vaccin', 'administ', 'south', 'africa']",0
"39","['toolkit']",0
"40","['vaccin', 'india', 'cross', 'crore', 'mark', 'fifth', 'time', 'namo', 'app']",0
"41","['human', 'replic', 'bat', 'without', 'use', 'spike', 'protein']",0
"42","['live', 'updat', 'u', 'senat', 'laud', 'india', 'decis', 'resum', 'vaccin', 'export']",0
"43","['like', 'fauci', 'play', 'dumb', 'like', 'didnt', 'know', 'fund', 'bat', 'gain']",0
"44","['qld', 'restrict', 'brisban', 'region', 'queensland', 'rule', 'explain']",0
"45","['time', 'start', 'think', 'return', 'work', 'full', 'time', 'exit', 'slowli', 'also', 'start']",0
"46","['live', 'updat', 'u', 'senat', 'laud', 'india', 'decis', 'resum', 'vaccin', 'export']",0
"47","['offic', 'day', 'boulder', 'boulder', 'primrosehil', 'boulder', 'colorado', 'lockdown', 'cafc']",0
"48","['get', 'vaccin']",0
"49","['world', 'human', 'popul', 'age', 'vaccin', 'that', 'across', 'everi', 'gover']",0
"50","[]",0
"51","['yearold', 'child', 'accident', 'receiv', 'vaccin', 'newsbreak']",0
"52","['dr', 'fauci', 'say', 'kid', 'might', 'start', 'get', 'vaccin', 'end', 'octob']",0
"53","['case', 'pennsylvania', 'get', 'vaccin']",0
"54","['vaccin', 'get', 'dose', 'answer']",0
"55","['impact', 'pool', 'open', 'bulahdelah', 'commun', 'council', 'krambach']",0
"56","['world', 'case', 'closedc', 'deaddresolvedr', 'canada']",0
"57","['saturdaythought', 'highriskcovid', 'coronavirusfre', 'onlin', 'math', 'tutor']",0
"58","['republican', 'lawmak', 'question', 'attack', 'ivermectin', 'treatment', 'problem']",0
"59","['lloydminst', 'bobcat', 'along', 'rest', 'ajhl', 'particip', 'alberta', 'restrictio']",0
"60","['rememb', 'kamala', 'harri', 'make', 'statement', 'campaign', 'perhap', 'she', 'benefit', 'financi']",0
"61","['much']",0
"62","['hospitalis', 'tokyo', 'olymp', 'higher', 'initi', 'report', 'say', 'organis']",0
"63","['fear', 'mu', 'variant', 'erad', 'u', 'latest', 'data', 'show']",0
"64","['opinion', 'believ', 'intent', 'inflict', 'upon', 'world', 'memb']",0
"65","['man', 'hospit', 'beg', 'other', 'get', 'vaccin', 'weigh']",0
"66","['daili', 'case', 'australia', 'victoria', 'rise', 'record', 'countri', 'popul', 'state']",0
"67","['total', 'peopl', 'hospit', 'tokyo', 'olymp', 'game', 'instead', 'initial']",0
"68","['help', 'get', 'control', 'getvaccin', 'wearamask']",0
"69","['updat', 'vaccin', 'avail', 'statesut', 'crore', 'vaccin', 'dose', 'provid', 'statesut']",0
"70","['region', 'assames', 'morn', 'news', 'hour']",0
"71","['updat']",0
"72","['latest', 'arizona']",0
"73","['pfizer', 'biontech', 'submit', 'initi', 'data', 'u', 'fda', 'pivot', 'trial', 'vaccin', 'child']",0
"74","['ii', 'link', 'live', 'updat', 'case', 'death', 'worldomet']",0
"75","['around', 'case', 'india', 'kerala', 'talk', 'happen']",0
"76","['pharmaci', 'japan', 'permit', 'sell', 'medicalgrad', 'antigen', 'test', 'kit']",0
"77","['qld', 'restrict', 'brisban', 'region', 'queensland', 'rule', 'explain']",0
"78","['edmonton', 'public', 'school', 'case', 'yeg']",0
"79","['waistlin', 'expand', 'greatli', 'past', 'year', 'poll', 'question', 'foodi']",0
"80","['dont', 'let', 'bring', 'instead', 'rearrang', 'room']",0
"81","['im', 'say', 'death', 'never', 'go', 'im', 'say', 'even']",0
"82","['live', 'updat', 'u', 'senat', 'laud', 'india', 'decis', 'resum', 'vaccin', 'export']",0
"83","['acut', 'myocardi', 'infarct', 'within', 'hour', 'vaccin', 'worldheartday', 'worldheartday']",0
"84","['wear', 'mask', 'get', 'vaccin']",0
"85","['today', 'edmonton', 'public', 'say', 'case', 'school', 'selfreport', 'parent', 'kid']",0
"86","['unmask', 'prepar', 'whatampaposs', 'come']",0
